lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania
LD-00397,29-08-2026,WhatsApp,EMP-01,PV-005,Luisa Gómez Marín,573003298513,luisa.gomez25@yahoo.es,MEDELLIN,Honda XRE 300,Sin gestión,,
LD-00398,28/08/2026 02:42,WhatsApp,EMP-02,PV-009,  Natalia Correa Salazar  ,310-309-9637,,Sta Marta,AKT DYNAMIC R3 125,Sin gestión,,Prima Extra
LD-00399,27/08/2026 10:02,WhatsApp,EMP-03,PV-011,Yuliana Zapata Castaño,300 793 3777,yuliana.zapata77@yahoo.es,Bogota,Honda Dio 110,En proceso,2026-08-28 04:02:00,Prima Extra
LD-00400,2026-08-03T06:20:00,WhatsApp,EMP-03,PV-014,FABIÁN HERRERA ZAPATA,322 872 6244,fabian.herrera63@yahoo.es,Bogotá,CB 190R,Contactado,04-08-2026,Retoma tu moto
LD-00401,2026-08-04T15:09:00,WhatsApp,EMP-02,PV-008,ESTEFANÍA AGUDELO GÓMEZ,3502826310,estefania.agudelo90@gmail.com,Cartagena de Indias,Honda Dio 110 2026,sin gestion,,Agosto Cero Cuotas
LD-00402,2026-08-08 05:47:00,WhatsApp,EMP-02,PV-010,KATHERINE AGUDELO OSPINA,3213078870,,MONTERIA,Bajaj Dominar 400,En proceso,,Agosto Cero Cuotas
LD-00403,2026-08-22 17:36:00,whatsapp,EMP-03,PV-011,Jhon Jairo Ospina Giraldo,3157152225,,Bogotá,Bajai Dominar 400,No contesta,08/23/2026 11:36,
LD-00404,02-08-2026,WhatsApp,EMP-02,PV-008,Camilo Franco Giraldo, 3102401993 ,camilo.franco19@hotmail.com,Cartagena de Indias,Dio 110,En proceso,02/08/2026 12:28,Remate Modelos 2025
LD-00405,15/08/2026 09:39,WHATSAPP,EMP-01,PV-005,ÓSCAR DAVID BEDOYA LONDOÑO,(318) 618-4159,,Medellín,BAJAJ DOMINAR 400,En proceso,2026-08-15 21:39:00,Prima Extra
LD-00406,21/08/2026 23:21,Meta Ads,EMP-02,PV-009,Duván Restrepo Pérez,573176904176,,Santa Marta,Honda Navi 2026,Contactado,2026-08-22 05:21:00,Agosto Cero Cuotas
LD-00407,05/09/2026 11:35,WhatsApp,EMP-02,PV-010,Vanessa Muñoz Vargas,3025507049,,Montería,Dynamic R3 125,Descartado,2026-09-05 12:35:00,Retoma tu moto
LD-00408,14-08-2026,Meta Ads,EMP-02,PV-008,CARLOS MARIO JIMÉNEZ LONDOÑO,573500179332,carlos.jimenez38@hotmail.com,Cartagena,Gixxer 150,Sin gestión,,Feria de Motos 2026
LD-00409,20-08-2026,Formulario Web,EMP-02,PV-009,Luz Marina Jiménez Herrera,+57 318 8520878,luz.jimenez1@outlook.com,Santa Marta,akt nkd 125,no contesta,2026-08-22T00:23:00,Remate Modelos 2025
LD-00410,08/28/2026 06:09,whatsapp,EMP-01,PV-002,  Marcela Jiménez Rodríguez  ,+57 320 8954042,,Itagui,Honda Dio 110 2026,sin gestion,,Prima Extra
LD-00411,27/08/2026 07:21,WhatsApp,EMP-01,PV-004,Camilo Restrepo Muñoz,3131698944,,RIONEGRO,V-Strom 250,En proceso,2026-08-27T08:21:00,Agosto Cero Cuotas
LD-00412,09/05/2026 03:27,WhatsApp,EMP-01,PV-001,DUVÁN ARIAS MOSQUERA,3185452495,duvan.arias59@gmail.com,Medellín,Honda Dio 110,Contactado,2026-09-05 15:27:00,Agosto Cero Cuotas
LD-00413,13-08-2026,WHATSAPP,EMP-01,PV-001,estefania mosquera osorio,3504523086,estefania.mosquera25@outlook.com,MEDELLIN,honda navi,No contesta,08/13/2026 07:59,
LD-00414,01/09/2026 12:54,WhatsApp,EMP-01,PV-002,JULIÁN OSPINA OSPINA,+57 318 2788064,,ITAGUI,Bajaj Pulsar RS 200,No contesta,02-09-2026,
LD-00415,2026-08-26T22:45:00,WhatsApp,EMP-03,PV-015,Héctor Vargas Castaño,3215461770,,SOACHA,Discover 125,no contesta,2026-08-27 22:45:00,Prima Extra
LD-00416,2026-08-29T06:35:00,Meta Ads,EMP-01,PV-003,  Angie Paola Restrepo Betancur  ,318 257 3090,,bello,AKT Evo RS 150,En proceso,29-08-2026,Remate Modelos 2025
LD-00417,2026-08-04 19:25:00,WHATSAPP,EMP-01,PV-001,Katherine Arias Pérez,573189374325,katherine.arias69@hotmail.com,Medellín,Suzuki  GN 125,Sin gestión,,
LD-00418,2026-08-28T08:13:00,Meta Ads,EMP-02,PV-008,YULIANA RAMÍREZ VARGAS, 3046942641 ,,CARTAGENA,Suzuki  V-Strom 250,Sin gestión,,Feria de Motos 2026
LD-00419,2026-09-08 04:38:00,Meta Ads,EMP-02,PV-006,Cristian Betancur Pérez,320 818 5520,,B/quilla,bajaj pulsar rs 200,Cotización enviada,10/09/2026 04:38,Retoma tu moto
LD-00420,2026-09-03 05:42:00,Meta Ads,EMP-01,PV-002,Vanessa Marín Hernández,(320) 904-7307,vanessa.marin14@outlook.com,Itagüí,Suzuki Gixxer 150,Cotización enviada,09/03/2026 09:42,Agosto Cero Cuotas
LD-00421,08/08/2026 04:52,whatsapp,EMP-02,PV-007,Yesenia Restrepo Marín,312 148 4911,yesenia.restrepo93@gmail.com,Soledad,Hnda XRE 300,En proceso,2026-08-08 22:52:00,Retoma tu moto
LD-00422,24/08/2026 08:37,WhatsApp,EMP-01,PV-001,Cristian Agudelo Zapata,(311) 748-0924,,medellin,,contactado,2026-08-28T08:37:00,Remate Modelos 2025
LD-00423,2026-08-04T02:56:00,Meta Ads,EMP-02,PV-006,  Diana Carolina Mosquera Castaño  ,3024012454,,BARRANQUILLA,akt evo rs 150,Descartado,2026-08-04 08:56:00,Remate Modelos 2025
LD-00424,2026-08-14T04:11:00,WhatsApp,EMP-03,PV-011,Angie Paola Herrera Marín,(318) 333-3031,,Bogota DC,Honda  XRE 300,Contactado,08/14/2026 06:11,
LD-00425,31/08/2026 09:01,WhatsApp,EMP-03,PV-014,Édinson Agudelo Gómez,3028380442,,bogotá,TTR 200,Contactado,2026-09-01T03:01:00,Retoma tu moto
LD-00426,2026-08-02 03:10:00,WhatsApp,EMP-03,PV-013,Vanessa Restrepo Correa, 3024130123 ,vanessa.restrepo22@gmail.com,Bogota,Dynamic R3 125,En proceso,02-08-2026,
LD-00427,09/09/2026 09:01,WhatsApp,EMP-02,PV-006,NELSON PÉREZ MARÍN, 3109769618 ,,Barranquilla,Honda XR 150L,Contactado,2026-09-10 09:01:00,Retoma tu moto
LD-00428,05/08/2026 10:26,WhatsApp,EMP-01,PV-003,  Paula Andrea Muñoz Pérez  ,3501664427,paula.munoz78@yahoo.es,Bello,AKT DYNAMIC R3 125,Sin gestión,,Retoma tu moto
LD-00429,07/09/2026 13:45,meta ads,EMP-02,PV-006,  Sebastián Rodríguez Osorio  ,3189103093,,BARRANQUILLA,Suzuki Best 125 2026,Contactado,2026-09-07 15:45:00,Remate Modelos 2025
LD-00430,04/09/2026 02:51,Formulario Web,EMP-02,PV-009,  Brayan Muñoz Correa  ,+57 300 7013889,brayan.munoz20@outlook.com,Santa Marta,Hero,Cotización enviada,2026-09-04T06:51:00,Retoma tu moto
LD-00431,08/18/2026 15:50,WhatsApp,EMP-02,PV-009,Yuliana Ospina Restrepo,3053630263,,Santa Marta,Bajaj Discover 125,No contesta,19-08-2026,Remate Modelos 2025
LD-00432,06/09/2026 14:26,Meta Ads,EMP-01,PV-002,  Freddy Quintero Mosquera  ,573166592423,,Itagui,Honda Dio 110,Sin gestión,,Agosto Cero Cuotas
LD-00433,21-08-2026,WhatsApp,EMP-03,PV-011,  Freddy Ospina Rodríguez  ,3181482697,freddy.ospina55@yahoo.es,BOGOTA,CB 125F Twister,contactado,08/21/2026 19:12,
LD-00434,25/08/2026 19:53,WHATSAPP,EMP-03,PV-012,marcela torres cardona,3127545180,,Bogotá D.C.,NKD 125,Descartado,08/26/2026 13:53,Feria de Motos 2026
LD-00435,2026-08-21 15:49:00,meta ads,EMP-03,PV-011,Adriana Betancur Herrera, 3149580452 ,,,HERO HUNK 160R,Sin gestión,,Retoma tu moto
LD-00436,2026-08-24T01:35:00,Meta Ads,EMP-03,PV-011,Luisa Arias Londoño,+57 317 2760398,,Bogotá,Evo RS 150,Sin gestión,,Retoma tu moto
LD-00437,2026-08-10T14:06:00,Meta Ads,EMP-02,PV-008,Édinson Betancur Franco,316 920 7658,edinson.betancur20@gmail.com,Cartagena de Indias,Hero,Sin gestión,,Prima Extra
LD-00438,2026-08-15T19:23:00,WhatsApp,EMP-03,PV-012,Héctor Betancur Escobar,304 202 5090,,Bogotá,Honda Dio 110 2026,Descartado,16/08/2026 07:23,
LD-00439,24-08-2026,WhatsApp,EMP-02,PV-006,Julián Zapata Franco,3118089526,julian.zapata69@outlook.com,barranquilla,hero dash 110,No contesta,24/08/2026 19:20,Feria de Motos 2026
LD-00440,21/08/2026 17:00,Formulario Web,EMP-03,PV-015,VANESSA QUINTERO GÓMEZ,305 799 4057,,Soacha,Honda,Cotización enviada,08/22/2026 05:00,Retoma tu moto
LD-00441,2026-09-04 13:47:00,WhatsApp,EMP-02,PV-007,Estefanía Vargas Betancur,304 964 5904,estefania.vargas13@yahoo.es,Soledad,Suzuki,Descartado,09/05/2026 13:47,Feria de Motos 2026
LD-00442,08/30/2026 02:11,WhatsApp,EMP-02,PV-010,J. Pérez Arias,573001068650,julian.perez97@gmail.com,MONTERIA,Suzuki Gixxer,En proceso,31/08/2026 02:11,Prima Extra
LD-00443,08/08/2026 12:40,Formulario Web,EMP-03,PV-015,Cristian Osorio Arias,3011085273,,SOACHA,Suzuki V-Strom 250,En proceso,08/09/2026 06:40,Agosto Cero Cuotas
LD-00444,2026-09-07 20:52:00,Meta Ads,EMP-01,PV-004,DUVÁN CORREA ZAPATA,3518120820,duvan.correa30@hotmail.com,Rio Negro,Honda XR,Contactado,07-09-2026,Remate Modelos 2025
LD-00445,2026-08-05 03:31:00,WhatsApp,EMP-02,PV-010,ÉDINSON MOSQUERA MARÍN,300-810-1396,,Montería,Suzuki GN 125,Contactado,2026-08-05T15:31:00,Prima Extra
LD-00446,2026-08-20 02:33:00,WhatsApp,EMP-03,PV-014,CRISTIAN QUINTERO JIMÉNEZ,3113049820,,Bogota DC,,contactado,2026-08-20 08:33:00,
LD-00447,2026-09-10 01:57:00,Meta Ads,EMP-02,PV-008,ANDRÉS FELIPE HERRERA BETANCUR, 3140926336 ,andres.herrera6@gmail.com,CARTAGENA,Navi,No contesta,10-09-2026,Prima Extra
LD-00448,09/04/2026 08:53,Meta Ads,EMP-02,PV-006,Freddy Agudelo Cardona,3204233654,freddy.agudelo19@hotmail.com,barranquilla,Suzuki Best 125,Contactado,08-09-2026,Feria de Motos 2026
LD-00449,2026-08-02T09:38:00,Meta Ads,EMP-02,PV-009,DIANA CAROLINA ZAPATA CASTAÑO,316 660 6811,,,Hero Eco,Contactado,2026-08-03 15:38:00,Feria de Motos 2026
LD-00450,20-08-2026,meta ads,EMP-01,PV-005,VANESSA HERRERA AGUDELO,3215543623,,Medellín,HERO DASH 110,Sin gestión,,Remate Modelos 2025
LD-00451,08/29/2026 13:44,WhatsApp,EMP-03,PV-013,natalia hernandez castano,+57 312 6452558,,BOGOTA,AKT Evo RS 150 2026,Contactado,08/29/2026 19:44,Remate Modelos 2025
LD-00452,04-08-2026,WhatsApp,EMP-03,PV-011,Estefanía Jiménez Muñoz,3105119735,,BOGOTA,Suzuki Gixxer 150,Sin gestión,,Prima Extra
LD-00453,08/04/2026 21:14,FORMULARIO WEB,EMP-03,PV-015,Nelson Bedoya Agudelo,313-767-7742,,Soacha,Bajaj,Sin gestión,,Prima Extra
LD-00454,09/06/2026 02:28,Formulario Web,EMP-03,PV-014,Jorge Iván Osorio Herrera,3518949314,jorge.osorio41@gmail.com,Bogotá,AKT EVO RS 150,Contactado,08/09/2026 02:28,Remate Modelos 2025
LD-00455,09-08-2026,Meta Ads,EMP-01,PV-003,Katherine Vargas Jiménez,(311) 892-4494,katherine.vargas92@yahoo.es,bello,Pulsar RS 200,No contesta,09/08/2026 02:15,
LD-00456,02-09-2026,WhatsApp,EMP-01,PV-001,DIANA CAROLINA RAMÍREZ CORREA,301 114 9084,diana.ramirez86@outlook.com,Medellín ,Honda Navi,Contactado,2026-09-03 11:18:00,
LD-00457,06/08/2026 13:56,Meta Ads,EMP-03,PV-014,SEBASTIÁN TORRES GÓMEZ,+57 317 9194641,sebastian.torres88@outlook.com,Bogotá D.C.,Bajai Dominar 400,Contactado,08/07/2026 01:56,Remate Modelos 2025
LD-00458,09-09-2026,WhatsApp,EMP-03,PV-012,Yuliana Londoño Castaño,320-715-9325,yuliana.londono13@gmail.com,BOGOTA,,no contesta,10-09-2026,Feria de Motos 2026
LD-00459,2026-08-09T05:44:00,WhatsApp,EMP-01,PV-001,Angie Paola Betancur Osorio, 3217354999 ,,Medellín ,Bajaj,En proceso,09/08/2026 17:44,Retoma tu moto
LD-00460,26/08/2026 11:59,Meta Ads,EMP-03,PV-013,  Nelson Giraldo Mosquera  ,310-967-3083,,Bogotá,Honda XRE 300 2026,Sin gestión,,Feria de Motos 2026
LD-00461,2026-08-27 08:39:00,WhatsApp,EMP-03,PV-013,Freddy Pérez Valencia,316 240 0513,freddy.perez85@outlook.com,BOGOTA,Hunk 160R,Contactado,27-08-2026,Feria de Motos 2026
LD-00462,28/08/2026 11:08,WhatsApp,EMP-02,PV-006,Wilmar Agudelo Arias,302-168-2389,wilmar.agudelo82@yahoo.es,B/quilla,Bajaj,Cotización enviada,2026-08-30T11:08:00,
LD-00463,2026-08-11 17:37:00,WhatsApp,EMP-01,PV-005,Carlos Mario Herrera Pérez,3113407285,carlos.herrera34@gmail.com,Medellin,Suzuki  Best 125,contactado,13/08/2026 17:37,Prima Extra
LD-00464,08-08-2026,whatsapp,EMP-02,PV-008,Carlos Mario Betancur Vargas,320-807-2788,carlos.betancur4@yahoo.es,Cartagena,,SIN GESTION,,Feria de Motos 2026
LD-00465,2026-08-20 09:30:00,WhatsApp,EMP-02,PV-008,Luisa Muñoz Herrera,311 652 3563,,Cartagena de Indias,Bajaj Boxer CT 100,contactado,08/20/2026 13:30,Remate Modelos 2025
LD-00466,2026-09-09 07:38:00,Meta Ads,EMP-03,PV-015,Camilo Mosquera Pérez,+57 350 7934063,,Soacha,Honda CB 190R 2026,Contactado,09/11/2026 07:38,Feria de Motos 2026
LD-00467,02/09/2026 23:00,WhatsApp,EMP-02,PV-010,Duván Mosquera Herrera,(318) 935-1724,duvan.mosquera94@outlook.com,MONTERIA,Honda CB 125F Twister,En proceso,03-09-2026,Feria de Motos 2026
LD-00468,2026-09-03T10:30:00,WhatsApp,EMP-01,PV-003,FABIÁN PÉREZ MOSQUERA,317 530 3448,,bello,Hero Xpulse 200,Cotización enviada,,Prima Extra
LD-00469,03/08/2026 19:30,WhatsApp,EMP-03,PV-012,Diana Carolina Ospina Herrera,312-221-4041,,Bogota DC,Suzuki Best 125,Sin gestión,,Agosto Cero Cuotas
LD-00470,19/08/2026 09:56,Meta Ads,EMP-03,PV-012,Paula Andrea Londoño Ramírez,3050154753,paula.londono33@gmail.com,Bogota DC,Hero Dash 110 2026,Contactado,2026-08-19T15:56:00,Feria de Motos 2026
LD-00471,17/08/2026 06:53,WhatsApp,EMP-03,PV-013,Vanessa Ospina Zapata,3004559001,,Bogota,Honda CB 125F Twister 2026,Contactado,08/18/2026 12:53,
LD-00472,2026-08-15 16:37:00,WhatsApp,EMP-03,PV-015,  Diana Carolina Rodríguez Osorio  ,318-909-8404,,Soacha,Bajaj Boxer CT 100,contactado,16-08-2026,Feria de Motos 2026
LD-00473,2026-08-11 07:54:00,WhatsApp,EMP-02,PV-006,  Paula Andrea Betancur Arias  ,3517401198,paula.betancur13@outlook.com,Barranquilla,Bajaj Pulsar NS 160,Cotización enviada,12/08/2026 13:54,Retoma tu moto
LD-00474,2026-08-23 18:08:00,WhatsApp,EMP-01,PV-004,  Fabián Agudelo Franco  ,+57 313 7126011,fabian.agudelo28@yahoo.es,Rionegro,Hero Dash 110 2026,sin gestion,,Prima Extra
LD-00475,2026-08-09T16:12:00,meta ads,EMP-02,PV-008,Claudia Patricia Muñoz Bedoya,3102551697,claudia.munoz58@outlook.com,Cartagena,A.K.T Evo RS 150,Contactado,10-08-2026,Feria de Motos 2026
LD-00476,08/12/2026 18:30,Meta Ads,EMP-01,PV-005,Óscar David Salazar Herrera,3217811330,,MEDELLIN,,no contesta,16/08/2026 18:30,Agosto Cero Cuotas
LD-00477,08/08/2026 08:16,WhatsApp,EMP-03,PV-014,Claudia Patricia Muñoz Bedoya,+57 310 2551697,claudia.munoz69@gmail.com,Bogotá,HONDA CB 125F TWISTER,No contesta,2026-08-08 09:16:00,Remate Modelos 2025
LD-00478,10/08/2026 07:35,WhatsApp,EMP-02,PV-010,Estefanía Correa Gómez, 3108607336 ,,Monteria,Bajaj Discover 125 2026,Contactado,2026-08-10T08:35:00,Feria de Motos 2026
LD-00479,2026-08-07 16:14:00,Formulario Web,EMP-02,PV-006,Jorge Iván Herrera Bedoya,3006527110,jorge.herrera19@yahoo.es,Barranquilla,Suzuki  Gixxer 150,No contesta,,
LD-00480,2026-08-02 20:23:00,whatsapp,EMP-03,PV-013,  Sandra Milena Arias Valencia  ,+57 312 3308292,sandra.arias17@hotmail.com,Bogota,AKT TTR 200,Sin gestión,,Prima Extra
LD-00481,23/08/2026 08:12,WhatsApp,EMP-03,PV-015,Andrés Felipe Rodríguez Pérez, 3008467434 ,andres.rodriguez55@gmail.com,SOACHA,bajaj pulsar rs 200,Descartado,2026-08-24T14:12:00,Prima Extra
LD-00482,2026-08-25 14:06:00,WhatsApp,EMP-03,PV-012,LEIDY JOHANA MARÍN CARDONA,(320) 106-6160,leidy.marin72@yahoo.es,,Honda XR 150L 2026,Contactado,26-08-2026,Remate Modelos 2025
LD-00483,2026-08-31T07:20:00,WhatsApp,EMP-03,PV-013,LEIDY JOHANA FRANCO SALAZAR,300-574-1545,,Bogotá D.C.,V-Strom 250,En proceso,31/08/2026 13:20,Retoma tu moto
LD-00484,08/11/2026 08:47,WHATSAPP,EMP-02,PV-008,Brayan Restrepo Ospina,3135091726,,Cartagena,suzuki best 125,No contesta,12-08-2026,Remate Modelos 2025
LD-00485,2026-08-12T01:49:00,WhatsApp,EMP-02,PV-006,  Wilmar Ospina Herrera  ,351 391 6848,,Barranquilla,AKT NKD 125,Descartado,2026-08-16 01:49:00,
LD-00486,2026-08-05T21:05:00,WhatsApp,EMP-02,PV-006,Cristian Muñoz Agudelo,573104410286,cristian.munoz10@hotmail.com,barranquilla,Hero Hunk 160R,contactado,06-08-2026,Feria de Motos 2026
LD-00487,2026-09-02 17:42:00,Meta Ads,EMP-01,PV-003,Adriana Restrepo Ospina,573029976024,,Bello,,sin gestion,,
LD-00488,06/08/2026 03:26,WhatsApp,EMP-01,PV-003,Nelson Marín Castaño,305 238 1002,,bello,Honda Dio 110 2026,Contactado,,
LD-00489,2026-08-03 15:53:00,WhatsApp,EMP-01,PV-002,  Freddy Bedoya Valencia  ,316 116 6102,,Itagui,GN 125,No contesta,04/08/2026 09:53,Retoma tu moto
LD-00490,2026-08-16 19:58:00,WhatsApp,EMP-03,PV-014,Nelson Rodríguez Castaño,3172037071,nelson.rodriguez32@outlook.com,Bogotá D.C.,AKT TTR 200,En proceso,16/08/2026 21:58,
LD-00491,20/08/2026 23:53,META ADS,EMP-03,PV-015,JUAN CARLOS RESTREPO OSPINA,318 179 1662,,Soacha,Bajaj Dominar 400,Contactado,22/08/2026 05:53,Agosto Cero Cuotas
LD-00492,2026-09-06 21:04:00,Meta Ads,EMP-01,PV-003,Luisa Mosquera Jiménez,3043961234,,bello,,sin gestion,,Prima Extra
LD-00493,2026-09-07 07:45:00,WhatsApp,EMP-01,PV-002,Alexander Agudelo Salazar,311-436-0750,alexander.agudelo96@yahoo.es,Itagui,HONDA NAVI,Sin gestión,,Remate Modelos 2025
LD-00494,12/08/2026 07:54,Meta Ads,EMP-01,PV-004,Brayan Agudelo Muñoz, 3009210504 ,,Rio Negro,akt dynamic r3 125,Cotización enviada,08/12/2026 09:54,
LD-00495,08/09/2026 20:15,whatsapp,EMP-03,PV-011,Sebastián Escobar Osorio,3226503025,sebastian.escobar61@hotmail.com,bogotá,,Sin gestión,,Remate Modelos 2025
LD-00496,2026-08-03 11:07:00,WhatsApp,EMP-01,PV-001,Paula Andrea Marín Mosquera,302 350 2916,paula.marin10@hotmail.com,medellin,Hero Hunk 160R,En proceso,08/03/2026 23:07,Agosto Cero Cuotas
LD-00497,08/02/2026 10:33,WhatsApp,EMP-01,PV-002,F. Gómez Betancur,321 900 7755,fabian.gomez75@hotmail.com,,Honda  CB 125F Twister,Cotización enviada,2026-08-02 14:33:00,
LD-00498,2026-08-18T20:10:00,Meta Ads,EMP-01,PV-004,  Óscar David Valencia Gómez  ,+57 314 9495459,oscar.valencia32@hotmail.com,Rio Negro,Bajai Pulsar RS 200,Contactado,19-08-2026,Retoma tu moto
LD-00499,2026-08-23T21:18:00,WhatsApp,EMP-01,PV-004,  Katherine Restrepo Marín  ,3124120054,,Rio Negro,,SIN GESTION,,Agosto Cero Cuotas
LD-00500,2026-08-18T00:38:00,Meta Ads,EMP-01,PV-003,ADRIANA MUÑOZ BETANCUR,305-933-2906,adriana.munoz41@hotmail.com,Bello,BAJAJ PULSAR RS 200,no contesta,18/08/2026 04:38,Feria de Motos 2026
LD-00501,2026-08-21 17:11:00,Meta Ads,EMP-03,PV-011,  Kevin Ramírez Correa  ,+57 301 3523799,,Bogota DC,Suzuki V-Strom 250,No contesta,2026-08-24 17:11:00,Agosto Cero Cuotas
LD-00502,2026-08-16 19:14:00,WhatsApp,EMP-02,PV-010,Fabián Ramírez Mosquera,315-739-8961,fabian.ramirez50@gmail.com,Monteria,AKT TTR 200,Cotización enviada,,
LD-00503,07/08/2026 15:37,Meta Ads,EMP-01,PV-001,María Fernanda Quintero Correa,316 125 6934,,Medellín,Hero Hunk 160R 2026,No contesta,08/07/2026 16:37,
LD-00504,08/03/2026 23:11,WhatsApp,EMP-02,PV-010,Jhon Jairo Bedoya Vargas,573162953563,,Montería,honda dio 110,Sin gestión,,Feria de Motos 2026
LD-00505,19/08/2026 06:13,WHATSAPP,EMP-02,PV-010,Andrés Felipe Ospina Hernández,3134806014,andres.ospina34@gmail.com,Montería,hero xpulse 200,No contesta,2026-08-23T06:13:00,Remate Modelos 2025
LD-00506,04/09/2026 06:34,WhatsApp,EMP-03,PV-013,  Brayan Salazar Ramírez  ,310-183-0383,,Bogotá,HONDA CB 190R,Sin gestión,,
LD-00507,2026-08-27 14:44:00,WHATSAPP,EMP-03,PV-013,Paula Andrea Marín Vargas,(323) 032-7821,,bogotá,Hero Hunk 160R,SIN GESTION,,Feria de Motos 2026
LD-00508,2026-08-28 12:33:00,META ADS,EMP-03,PV-014,edinson franco giraldo,573029816697,edinson.franco51@outlook.com,Bogota,HERO DASH 110,Sin gestión,,Remate Modelos 2025
LD-00509,20/08/2026 07:37,WhatsApp,EMP-02,PV-008,JUAN CARLOS MOSQUERA ZAPATA,(304) 934-8199,juan.mosquera51@yahoo.es,CARTAGENA,Bajaj Dominar 400,Descartado,08/20/2026 13:37,Agosto Cero Cuotas
LD-00510,2026-08-12 11:24:00,WhatsApp,EMP-02,PV-010,  Brayan Ospina Mosquera  , 3006290817 ,brayan.ospina38@outlook.com,Montería,Honda Navi 2026,Contactado,2026-08-13 17:24:00,
LD-00511,09-08-2026,WhatsApp,EMP-02,PV-010,  Vanessa Valencia Betancur  ,322 199 5519,,MONTERIA,Suzuki Best 125 2026,Descartado,13-08-2026,
LD-00512,04-08-2026,WhatsApp,EMP-03,PV-012,Angie Paola Agudelo Ospina,301-964-5786,angie.agudelo53@hotmail.com,Bogotá D.C.,Suzuki Best 125,Cotización enviada,04/08/2026 20:29,
LD-00513,2026-09-05 13:21:00,Meta Ads,EMP-01,PV-001,Cristian Bedoya Valencia,305 365 6821,,MEDELLIN,Honda  Dio 110,En proceso,2026-09-05 15:21:00,Feria de Motos 2026
LD-00514,2026-08-11 14:33:00,Meta Ads,EMP-01,PV-003,  Leidy Johana Herrera Ramírez  ,+57 350 0942394,,Bello,honda xr 150l,Sin gestión,,Feria de Motos 2026
LD-00515,2026-08-21 03:50:00,Formulario Web,EMP-02,PV-006,  Julián Mosquera Betancur  ,3511584468,,barranquilla,TTR 200,no contesta,2026-08-21T05:50:00,
LD-00516,18/08/2026 07:31,WHATSAPP,EMP-02,PV-009,  Diana Carolina Herrera Zapata  ,(321) 002-9464,,SANTA MARTA,AKT TTR 200,En proceso,21-08-2026,Remate Modelos 2025
LD-00517,2026-08-03 04:32:00,WhatsApp,EMP-01,PV-001,Andrés Felipe Giraldo Franco, 3146351469 ,andres.giraldo8@outlook.com,Medellín,Honda Navi,En proceso,,
LD-00518,2026-08-08 17:39:00,Formulario Web,EMP-01,PV-001,Óscar David Franco Ospina,304-400-3757,,Medellin,SUZUKI V-STROM 250,Cotización enviada,08-08-2026,
LD-00519,2026-08-21 23:01:00,Formulario Web,EMP-02,PV-010,ADRIANA VARGAS MOSQUERA,(322) 024-4583,,Monteria,Honda Dio 110,No contesta,25-08-2026,Prima Extra
LD-00520,16/08/2026 12:05,WHATSAPP,EMP-01,PV-002,ALEXANDER BEDOYA JIMÉNEZ,+57 322 7110846,,Itagui,Honda CB 125F Twister,Cotización enviada,2026-08-17T00:05:00,Prima Extra
LD-00521,2026-08-01 17:26:00,whatsapp,EMP-01,PV-004,  Marcela Hernández Ospina  ,+57 315 5167320,marcela.hernandez2@gmail.com,RIONEGRO,AKT,no contesta,02/08/2026 23:26,
LD-00522,2026-08-16 12:43:00,Meta Ads,EMP-02,PV-010,Wilmar Valencia Rodríguez,320-516-6755,,Monteria,Honda XR 150L,contactado,2026-08-17T18:43:00,Agosto Cero Cuotas
LD-00523,2026-08-10 04:31:00,Meta Ads,EMP-01,PV-001,Kevin Correa Agudelo,+57 317 6008768,kevin.correa97@yahoo.es,medellin,Bajaj Dominar 400,No contesta,08/10/2026 06:31,
LD-00524,06/08/2026 18:18,Formulario Web,EMP-01,PV-004,Juan Carlos Cardona Herrera,3155449027,,RIONEGRO,Hero Hunk 160R,SIN GESTION,,Prima Extra
LD-00525,27/08/2026 17:16,whatsapp,EMP-01,PV-003,Erika Quintero Valencia,3026834394,erika.quintero59@hotmail.com,Bello,Hero Xpulse 200,En proceso,28/08/2026 17:16,Retoma tu moto
LD-00526,2026-09-02 12:24:00,WhatsApp,EMP-03,PV-014,  Kevin Gómez Valencia  ,573013409327,kevin.gomez21@hotmail.com,BOGOTA,honda navi,Cotización enviada,09/03/2026 00:24,
LD-00527,2026-08-13 18:46:00,WhatsApp,EMP-01,PV-005,Marcela Giraldo Mosquera,3146782523,marcela.giraldo96@gmail.com,Medellin,Heroo Xpulse 200,Contactado,2026-08-13T20:46:00,Feria de Motos 2026
LD-00528,06/08/2026 17:11,WhatsApp,EMP-03,PV-014,andres felipe herrera valencia,313 387 4980,,,Bajaj,Sin gestión,,
LD-00529,06/09/2026 00:15,WhatsApp,EMP-02,PV-009,  María Fernanda Rodríguez Torres  ,+57 314 9282270,maria.rodriguez56@hotmail.com,Sta Marta,Honda XRE 300,Contactado,2026-09-06 01:15:00,Agosto Cero Cuotas
LD-00530,2026-08-24 22:37:00,Meta Ads,EMP-01,PV-004,  Andrés Felipe Restrepo Betancur  ,3133362741,andres.restrepo27@hotmail.com,Rionegro,Suzuki V-Strom 250,Cotización enviada,2026-08-25 22:37:00,Prima Extra
